titulo|tipo_vehiculo|categoria|marca|modelo|año|precio|detalle|combustible|tipo_transmision|caja|kilometraje_km|ubicacion|tags|url_auto|tipo|pagina
Mercedes Benz C-200 2023|autos|sedan|Mercedes Benz|C-200|2023|US$ 40,900|"Gasolina|Automática
Kilometraje:
8,539 Kms
Lima, Lima
MERCEDES BENZ C-200 1.5 LTS 4X2 AT"|Gasolina|Automática||8539.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mercedes-benz-c-200-2023-1850355|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Bmw M5 Sedán 2020|autos|sedan|BMW|M5 Sedán|2020|US$ 100,000|"Gasolina|Automática - Secuencial
Kilometraje:
20,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - El Polo"|Gasolina|Automática|Secuencial|20000.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/bmw-m5-sedan-2020-1839148|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Honda Accord 2011|autos|sedan|Honda|Accord|2011|US$ 12,300|"Gasolina|Automática
Kilometraje:
37,700 Kms
Lima, Lima"|Gasolina|Automática||37700.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/honda-accord-2011-1852968|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Volkswagen Jetta Gli 2024|autos|sedan|Volkswagen|Jetta Gli|2024|US$ 22,900|"Gasolina|Automática - Secuencial
Kilometraje:
8,000 Kms
Lima, Lima
Auto En Excelente Estado - Disponible En Tienda - El Polo"|Gasolina|Automática|Secuencial|8000.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/volkswagen-jetta-gli-2024-1854412|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Audi A3 Sedan 2015|autos|sedan|Audi|A3 Sedan|2015|US$ 18,900|"Gasolina|Automática - Secuencial
Kilometraje:
48,983 Kms
Lima, Lima
AUDI A3 AMBITION SEDAN 1.8 TFSI - 2015"|Gasolina|Automática|Secuencial|48983.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/audi-a3-sedan-2015-1846790|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Bmw 220i 2024|autos|sedan|BMW|220i|2024|US$ 37,990|"Gasolina|Automática - Secuencial
Kilometraje:
2,485 Kms
Lima, Lima
Único Dueño - Menos De 2500km - Servicios En Inchcape"|Gasolina|Automática|Secuencial|2485.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/bmw-220i-2024-1857152|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Bmw 218i Gran Coupe 2022|autos|sedan|BMW|218i Gran Coupe|2022|US$ 23,900|"Gasolina|Automática
Kilometraje:
55,000 Kms
Lima, Lima
MOTOR 1.5T - ECONÓMICO - DEPORTIVO - MODOS DE MANEJO"|Gasolina|Automática||55000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/bmw-218i-gran-coupe-2022-1855580|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Hyundai Accent 2024|autos|sedan|Hyundai|Accent|2024|US$ 19,490|"Gasolina|Automática
Kilometraje:
26 Kms
Lima, Lima
Auto 0km Con Garantía Vigente Versión Sport"|Gasolina|Automática||26.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/hyundai-accent-2024-1851385|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Audi A4 2012|autos|sedan|Audi|A4|2012|US$ 10,500|"Gasolina|Automática - Secuencial
Kilometraje:
94,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|94000.0|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/audi-a4-2012-1849942|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Volkswagen Voyage 2015|autos|sedan|Volkswagen|Voyage|2015|US$ 7,900|"Gasolina|Mecánica
Kilometraje:
114,000 Kms
Lima, Lima"|Gasolina|Mecánica||114000.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/volkswagen-voyage-2015-1852592|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Bmw 218i Gran Coupe 2023|autos|sedan|BMW|218i Gran Coupe|2023|US$ 30,900|"Gasolina|Automática
Kilometraje:
28,700 Kms
Lima, Lima
BMW 218i GRAN COUPE"|Gasolina|Automática||28700.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/bmw-218i-gran-coupe-2023-1856432|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Audi A6 2023|autos|sedan|Audi|A6|2023|US$ 37,900|"Gasolina|Automática - Secuencial
Kilometraje:
49,000 Kms
Lima, Lima
A6 Sedan Sport 40 TFSI S Tronic"|Gasolina|Automática|Secuencial|49000.0|Lima, Lima|SERVICIO CONCESIONARIO|https://neoauto.com/auto/seminuevo/audi-a6-2023-1857504|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Mercedes Benz Cla 200 2015|autos|sedan|Mercedes Benz|Cla 200|2015|US$ 16,900|"Gasolina|Automática - Secuencial
Kilometraje:
53,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|53000.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/mercedes-benz-cla-200-2015-1856854|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Audi A4 2017|autos|sedan|Audi|A4|2017|US$ 21,900|"Gasolina|Automática - Secuencial
Kilometraje:
35,069 Kms
Lima, Lima
AUDI A4 ATTRACTION TFSI S-TRONIC 2017"|Gasolina|Automática|Secuencial|35069.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/audi-a4-2017-1843008|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Mercedes Benz Cls-350 2023|autos|sedan|Mercedes Benz|Cls-350|2023|US$ 69,900|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
12,838 Kms
Lima, Lima
MERCEDES BENZ CLS 350 COUPE HIBRIDO 2023"|Gasolina-Híbrido|Automática|Secuencial|12838.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/mercedes-benz-cls-350-2023-1844127|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Volkswagen Jetta 2020|autos|sedan|Volkswagen|Jetta|2020|US$ 20,900|"Gasolina|Automática - Secuencial
Kilometraje:
47,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|47000.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/volkswagen-jetta-2020-1852586|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=2
Mercedes Benz C-200 2023|autos|sedan|Mercedes Benz|C-200|2023|US$ 39,900|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
8,550 Kms
Lima, Lima
GARANTIA / COMO NUEVO"|Gasolina-Híbrido|Automática|Secuencial|8550.0|Lima, Lima|SERVICIO CONCESIONARIO|https://neoauto.com/auto/seminuevo/mercedes-benz-c-200-2023-1853295|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Audi S6 2016|autos|sedan|Audi|S6|2016|US$ 39,900|"Gasolina|Automática - Secuencial
Kilometraje:
48,113 Kms
Lima, Lima
AUDI S6 TFSI QUATTRO 2016"|Gasolina|Automática|Secuencial|48113.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/audi-s6-2016-1837676|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Bmw 530i 2017|autos|sedan|BMW|530i|2017|US$ 29,900|"Gasolina|Automática - Secuencial
Kilometraje:
24,450 Kms
Lima, Lima
BMW 530I BERLINA 2017 - FACTURABLE"|Gasolina|Automática|Secuencial|24450.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/bmw-530i-2017-1836290|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Toyota Corolla 2021|autos|sedan|Toyota|Corolla|2021|US$ 18,500|"Gas GLP|Automática
Kilometraje:
57,210 Kms
Lima, Lima
TOYOTA COROLLA 1.6 XEI CVT (GLP)"|Gas Glp|Automática||57210.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/toyota-corolla-2021-1856463|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Peugeot 301 2016|autos|sedan|Peugeot|301|2016|US$ 8,000|"Gasolina|Mecánica
Kilometraje:
38,000 Kms
Arequipa, Arequipa
Auto Seminuevo En Buen Estado Tanto Externo Como El Interior"|Gasolina|Mecánica||38000.0|Arequipa, Arequipa|SEMINUEVO|https://neoauto.com/auto/seminuevo/peugeot-301-2016-1858247|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Toyota Corolla Hybrid 2021|autos|sedan|Toyota|Corolla Hybrid|2021|US$ 19,900|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
50,000 Kms
Lima, Lima
Como Nuevo"|Gasolina-Híbrido|Automática|Secuencial|50000.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/toyota-corolla-hybrid-2021-1858149|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Audi A4 2018|autos|sedan|Audi|A4|2018|US$ 17,500|"Gasolina|Automática - Secuencial
Kilometraje:
80,800 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|80800.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/audi-a4-2018-1855444|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Chery Arrizo 5 2023|autos|sedan|Chery|Arrizo 5|2023|US$ 10,990|"Gasolina|Mecánica
Kilometraje:
50 Kms
Lima, Lima"|Gasolina|Mecánica||50.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/chery-arrizo-5-2023-1842084|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Audi A4 2024|autos|sedan|Audi|A4|2024|US$ 36,900|"Gasolina|Automática - Secuencial
Kilometraje:
4,200 Kms
Lima, Lima
A4 Corporate 35TFSI My 2021"|Gasolina|Automática|Secuencial|4200.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/audi-a4-2024-1855844|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Bmw M8 2022|autos|sedan|BMW|M8|2022|US$ 160,000|"Gasolina|Automática - Secuencial
Kilometraje:
7,500 Kms
Lima, Lima
BMW M8 COMPETITION GRAND COUPE"|Gasolina|Automática|Secuencial|7500.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/bmw-m8-2022-1854277|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Volkswagen Gol Sedán 2021|autos|sedan|Volkswagen|Gol Sedán|2021|US$ 10,900|"Gasolina|Mecánica
Kilometraje:
66,800 Kms
Lima, Lima"|Gasolina|Mecánica||66800.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/volkswagen-gol-sedan-2021-1854752|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Subaru Impreza 2020|autos|sedan|Subaru|Impreza|2020|US$ 13,900|"Gasolina|Automática
Kilometraje:
41,690 Kms
Lima, Lima
GARANTIA / ENTREGA INMEDIATA"|Gasolina|Automática||41690.0|Lima, Lima|OCASIÓN|https://neoauto.com/auto/seminuevo/subaru-impreza-2020-1857997|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Mercedes Benz E-200 2021|autos|sedan|Mercedes Benz|E-200|2021|US$ 37,900|"Gasolina|Automática - Secuencial
Kilometraje:
50,319 Kms
Lima, Lima
MERCEDES BENZ E200 SEDAN 2021"|Gasolina|Automática|Secuencial|50319.0|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/mercedes-benz-e-200-2021-1844169|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Volkswagen Jetta 2020|autos|sedan|Volkswagen|Jetta|2020|US$ 18,900|"Gasolina|Automática - Secuencial
Kilometraje:
29,417 Kms
Lima, Lima
VOLKSWAGEN JETTA TRENDLINE TSI AT - 2020"|Gasolina|Automática|Secuencial|29417.0|Lima, Lima|SERVICIO CONCESIONARIO|https://neoauto.com/auto/seminuevo/volkswagen-jetta-2020-1829827|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Bmw 330i 2022|autos|sedan|BMW|330i|2022|US$ 42,900|"Gasolina|Automática - Secuencial
Kilometraje:
19,000 Kms
Lima, Lima
Paquete M Sport | Servicios Solo En Inchcape"|Gasolina|Automática|Secuencial|19000.0|Lima, Lima|SERVICIO CONCESIONARIO|https://neoauto.com/auto/seminuevo/bmw-330i-2022-1858160|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Mercedes Benz C-300 2024|autos|sedan|Mercedes Benz|C-300|2024|US$ 52,500|"Gasolina-Híbrido|Automática - Secuencial
Kilometraje:
3,956 Kms
Lima, Lima
MERCEDES BENZ C300 KIT AMG 2024"|Gasolina-Híbrido|Automática|Secuencial|3956.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mercedes-benz-c-300-2024-1856317|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Nissan Versa 2015|autos|sedan|Nissan|Versa|2015|US$ 9,500|"Gasolina|Mecánica
Kilometraje:
96,700 Kms
Lima, Lima"|Gasolina|Mecánica||96700.0|Lima, Lima|CERO CHOQUES|https://neoauto.com/auto/seminuevo/nissan-versa-2015-1857510|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Hyundai Accent 2024|autos|sedan|Hyundai|Accent|2024|US$ 19,490|"Gas GLP|Automática
Kilometraje:
38 Kms
Lima, Lima
Auto 0km Con Garantía Vigente Versión Sport Plus GLP"|Gas Glp|Automática||38.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/hyundai-accent-2024-1851775|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Mercedes Benz C-180 2020|autos|sedan|Mercedes Benz|C-180|2020|US$ 25,900|"Gasolina|Automática - Secuencial
Kilometraje:
37,420 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|37420.0|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mercedes-benz-c-180-2020-1836920|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Hyundai Accent 2022|autos|sedan|Hyundai|Accent|2022|US$ 15,290|"Gasolina|Automática
Kilometraje:
31,046 Kms
Lima, Lima
ENTREGA INMEDIATA VERSIÓN SPORT"|Gasolina|Automática||31046.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/hyundai-accent-2022-1854632|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=3
Mercedes Benz Cla 45 Amg 2024|autos|sedan|Mercedes Benz|Cla 45 Amg|2024|US$ 99,900|"Gasolina|Automática - Secuencial
Kilometraje:
7,000 Kms
Lima, Lima
MERCEDES-BENZ CLA 45S 4MATIC 2024"|Gasolina|Automática|Secuencial|7000.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mercedes-benz-cla-45-amg-2024-1857931|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=4
Volkswagen Jetta 2025|autos|sedan|Volkswagen|Jetta|2025|US$ 25,900|"Gasolina|Automática - Secuencial
Kilometraje:
945 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|945.0|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/volkswagen-jetta-2025-1856027|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=4
Audi A4 2023|autos|sedan|Audi|A4|2023|US$ 31,900|"Gasolina|Automática - Secuencial
Kilometraje:
22,400 Kms
Lima, Lima
AUDI A4 CORPORATE 35 TFSI S TRONIC"|Gasolina|Automática|Secuencial|22400.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/audi-a4-2023-1855392|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=4
Volkswagen Jetta 2019|autos|sedan|Volkswagen|Jetta|2019|US$ 15,900|"Gasolina|Automática
Kilometraje:
60,857 Kms
Lima, Lima
VOLKSWAGEN JETTA"|Gasolina|Automática||60857.0|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/volkswagen-jetta-2019-1857778|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=4
Mercedes Benz C-200 2023|autos|sedan|Mercedes Benz|C-200|2023|US$ 39,500|"Gasolina-Híbrido|Automática
Kilometraje:
25,600 Kms
Lima, Lima
GARANTIA Y SERVICIOS DIVEMOTOR"|Gasolina-Híbrido|Automática||25600.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/mercedes-benz-c-200-2023-1857722|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=4
Bmw 218i Gran Coupe 2021|autos|sedan|BMW|218i Gran Coupe|2021|US$ 26,900|"Gasolina|Automática - Secuencial
Kilometraje:
51,600 Kms
Lima, Lima
PAQUETE M - SUNROOF - MOTOR 1.5 TURBO - BUTACAS GAMUZA"|Gasolina|Automática|Secuencial|51600.0|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/bmw-218i-gran-coupe-2021-1850591|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--sedan?page=4
