titulo|tipo_vehiculo|categoria|marca|modelo|año|precio|detalle|combustible|tipo_transmision|caja|kilometraje_km|ubicacion|tags|url_auto|tipo|pagina
Volkswagen Touareg 2023|autos|camionetas-suv|Volkswagen|Touareg|2023|US$ 48,900|"Gasolina|Automática
Kilometraje:
18,500 Kms
Lima, Lima
ASIENTOS DE CUERO, CAMARA Y SENSORES DE RETROCESO"|Gasolina|Automática||18500|Lima, Lima|SERVICIO CONCESIONARIO|https://neoauto.com/auto/seminuevo/volkswagen-touareg-2023-1836568|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=1
Toyota 4runner 2018|autos|camionetas-suv|Toyota|4runner|2018|US$ 45,900|"Dual|Automática - Secuencial
Kilometraje:
117,440 Kms
Lima, Lima
TOYOTA 4RUNNER 2018"|Dual|Automática|Secuencial|117440|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/toyota-4runner-2018-1842230|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=1
Jeep Grand Cherokee 2017|autos|camionetas-suv|Jeep|Grand Cherokee|2017|US$ 19,900|"Gasolina|Automática
Kilometraje:
93,500 Kms
Lima, Lima
CHEROKEE LAREDO 4X2, GARANTÍA DIVEMOTOR"|Gasolina|Automática||93500|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-2017-1854211|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=1
Kia Sportage 2018|autos|camionetas-suv|Kia|Sportage|2018|US$ 16,900|"Gasolina|Automática
Kilometraje:
75,910 Kms
Lima, Lima
KIA SPORTAGE"|Gasolina|Automática||75910|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/kia-sportage-2018-1851461|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=1
Honda Pilot 2019|autos|camionetas-suv|Honda|Pilot|2019|US$ 23,000|"Gasolina|Automática
Kilometraje:
53,214 Kms
Lima, Lima"|Gasolina|Automática||53214|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/honda-pilot-2019-1848894|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=1
Suzuki S-Cross 2024|autos|camionetas-suv|Suzuki|S-Cross|2024|US$ 20,000|"Gasolina|Mecánica
Kilometraje:
5,129 Kms
Lima, Lima
SUZUKI NEW S-CROSS 2024 1,4 LTS 4X4 MT"|Gasolina|Mecánica||5129|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/suzuki-s-cross-2024-1853768|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=1
Lexus Nx 350h 2023|autos|camionetas-suv|Lexus|Nx 350h|2023|US$ 46,000|"Híbrido|Automática - Secuencial
Kilometraje:
39,292 Kms
Lima, Lima
LEXUS NX350H 2023 2.5 LTS 4X4 CVT"|Híbrido|Automática|Secuencial|39292|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/lexus-nx-350h-2023-1853133|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=1
Volkswagen Tiguan Allspace 2022|autos|camionetas-suv|Volkswagen|Tiguan Allspace|2022|US$ 28,900|"Gasolina|Automática - Secuencial
Kilometraje:
23,970 Kms
Lima, Lima
VOLKSWAGEN TIGUAN"|Gasolina|Automática|Secuencial|23970|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-allspace-2022-1841717|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=1
Mazda Cx-60 2025|autos|camionetas-suv|Mazda|Cx-60|2025|US$ 42,000|"Gasolina|Automática
Kilometraje:
256 Kms
Lima, Lima"|Gasolina|Automática||256|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/mazda-cx-60-2025-1851028|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=1
Audi Q3 2021|autos|camionetas-suv|Audi|Q3|2021|US$ 35,900|"Gasolina|Automática
Kilometraje:
34,200 Kms
Lima, Lima"|Gasolina|Automática||34200|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/audi-q3-2021-1853897|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=1
Mercedes Benz Glc 200 Coupe 2022|autos|camionetas-suv|Mercedes Benz|Glc 200 Coupe|2022|US$ 54,900|"Gasolina|Automática - Secuencial
Kilometraje:
21,000 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|21000|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/mercedes-benz-glc-200-coupe-2022-1849424|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Honda Pilot 2023|autos|camionetas-suv|Honda|Pilot|2023|US$ 59,000|"Gasolina|Automática - Secuencial
Kilometraje:
5,276 Kms
Lima, Lima
HONDA PILOT TOURING / JC UGARTE"|Gasolina|Automática|Secuencial|5276|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/honda-pilot-2023-1836786|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Jeep Compass 2025|autos|camionetas-suv|Jeep|Compass|2025|US$ 29,900|"Gasolina|Automática
Kilometraje:
5,500 Kms
Lima, Lima
COMPASS LIMITED 1.3, FULL, GARANTÍA DE FÁBRICA"|Gasolina|Automática||5500|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/jeep-compass-2025-1848775|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Land Rover Discovery Sport 2018|autos|camionetas-suv|Land Rover|Discovery Sport|2018|US$ 22,490|"Gasolina|Automática
Kilometraje:
62,556 Kms
Lima, Lima
ENTREGA INMEDIATA"|Gasolina|Automática||62556|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/land-rover-discovery-sport-2018-1849975|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Bmw X3 20i 2017|autos|camionetas-suv|BMW|X3 20i|2017|US$ 27,500|"Gasolina|Automática - Secuencial
Kilometraje:
44,085 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|44085|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/bmw-x3-20i-2017-1827598|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Toyota Corolla Cross 2022|autos|camionetas-suv|Toyota|Corolla Cross|2022|US$ 21,500|"Gasolina|Automática - Secuencial
Kilometraje:
56,135 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|56135|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/toyota-corolla-cross-2022-1849579|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Volvo Xc-40 2021|autos|camionetas-suv|Volvo|Xc-40|2021|US$ 29,900|"Gasolina|Automática - Secuencial
Kilometraje:
39,336 Kms
Lima, Lima
VOLVO XC40 T4 - 2021 FACTURABLE"|Gasolina|Automática|Secuencial|39336|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/volvo-xc-40-2021-1853488|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Peugeot 2008 2023|autos|camionetas-suv|Peugeot|2008|2023|US$ 17,500|"Gasolina|Automática
Kilometraje:
23,243 Kms
Lima, Lima
PEUGEOT 2008 1.6 VTI 115 HP AT6 2022 GRIS A/T SUV 23243 KMS"|Gasolina|Automática||23243|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/peugeot-2008-2023-1810963|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Honda Cr-V 2018|autos|camionetas-suv|Honda|Cr-V|2018|US$ 20,500|"Gasolina|Automática
Kilometraje:
99,050 Kms
Lima, Lima"|Gasolina|Automática||99050|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/honda-cr-v-2018-1852177|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Land Rover Range Rover Sport 2017|autos|camionetas-suv|Land Rover|Range Rover Sport|2017|US$ 75,900|"Gasolina|Automática - Secuencial
Kilometraje:
19,887 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|19887|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2017-1850713|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Toyota Land Cruiser 2024|autos|camionetas-suv|Toyota|Land Cruiser|2024|US$ 115,000|"Gasolina|Automática - Secuencial
Kilometraje:
2,061 Kms
Lima, Lima
TOYOTA LAND CRUISER 300 GXR 2024"|Gasolina|Automática|Secuencial|2061|Lima, Lima|SEMINUEVO|https://neoauto.com/auto/seminuevo/toyota-land-cruiser-2024-1837832|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Jeep Grand Cherokee Laredo 2019|autos|camionetas-suv|Jeep|Grand Cherokee Laredo|2019|US$ 29,900|"Gasolina|Automática - Secuencial
Kilometraje:
61,928 Kms
Lima, Lima
JEEP GRAND CHEROKEE LAREDO / JC UGARTE"|Gasolina|Automática|Secuencial|61928|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/jeep-grand-cherokee-laredo-2019-1798062|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Aston Martin Dbx 2021|autos|camionetas-suv|Aston Martin|Dbx|2021|US$ 229,000|"Gasolina|Automática - Secuencial
Kilometraje:
8,000 Kms
Lima, Lima
Camioneta En Excelente Estado"|Gasolina|Automática|Secuencial|8000|Lima, Lima|COMO NUEVO|https://neoauto.com/auto/seminuevo/aston-martin-dbx-2021-1710577|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Volkswagen Tiguan Allspace 2018|autos|camionetas-suv|Volkswagen|Tiguan Allspace|2018|US$ 22,900|"Gasolina|Automática - Secuencial
Kilometraje:
67,700 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|67700|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/volkswagen-tiguan-allspace-2018-1833287|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Dodge Durango 2018|autos|camionetas-suv|Dodge|Durango|2018|US$ 37,900|"Gasolina|Automática - Secuencial
Kilometraje:
34,589 Kms
Lima, Lima
DODGE DURANGO GT AWD 2018 - JC UGARTE"|Gasolina|Automática|Secuencial|34589|Lima, Lima|UNICO DUEÑO|https://neoauto.com/auto/seminuevo/dodge-durango-2018-1691066|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Land Rover Range Rover Sport 2017|autos|camionetas-suv|Land Rover|Range Rover Sport|2017|US$ 65,900|"Gasolina|Automática - Secuencial
Kilometraje:
44,159 Kms
Lima, Lima
LAND ROVER RANGE ROVER SPOR HSE AUTOBIOGRAPHY 2017"|Gasolina|Automática|Secuencial|44159|Lima, Lima|DE LUJO|https://neoauto.com/auto/seminuevo/land-rover-range-rover-sport-2017-1850855|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Chevrolet Traverse 2017|autos|camionetas-suv|Chevrolet|Traverse|2017|US$ 19,900|"Gasolina|Automática - Secuencial
Kilometraje:
114,593 Kms
Lima, Lima"|Gasolina|Automática|Secuencial|114593|Lima, Lima|PREMIUM|https://neoauto.com/auto/seminuevo/chevrolet-traverse-2017-1817685|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Land Rover Range Rover 2018|autos|camionetas-suv|Land Rover|Range Rover|2018|US$ 83,000|"Gasolina|Automática
Kilometraje:
69,871 Kms
Lima, Lima"|Gasolina|Automática||69871|Lima, Lima|SERVICIO CONCESIONARIO|https://neoauto.com/auto/seminuevo/land-rover-range-rover-2018-1828219|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Hyundai Kona Hev 2024|autos|camionetas-suv|Hyundai|Kona Hev|2024|US$ 23,900|"Gasolina-Híbrido|Automática
Kilometraje:
23,700 Kms
Lima, Lima"|Gasolina-Híbrido|Automática||23700|Lima, Lima|[]|https://neoauto.com/auto/seminuevo/hyundai-kona-hev-2024-1853988|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
Mercedes Benz Eqa 350 2023|autos|camionetas-suv|Mercedes Benz|Eqa 350|2023|US$ 46,500|"Eléctrico|Automática
Kilometraje:
11,500 Kms
Lima, Lima
AUTO 100% ELÉCTRICO, TECHO PANORAMICO"|Eléctrico|Automática||11500|Lima, Lima|SUPER EQUIPADO|https://neoauto.com/auto/seminuevo/mercedes-benz-eqa-350-2023-1821086|seminuevos|https://neoauto.com/venta-de-autos-seminuevos--camionetas-suv?page=2
